FID,LOCATIONID,NUMSPACES,x,y
1115,BF49555,0,-122.648606615123,45.4718445645304
1116,BF63829,0,-122.692166812582,45.5227629869513
1117,BF49556,4,-122.648549854173,45.4714561428032
1118,BF63984,8,-122.670380230711,45.5226596176378
1119,BF68572,12,-122.65178765824,45.476474289302
1120,BF49558,4,-122.648323753606,45.4695571998006
1121,BF64,2,-122.650073134587,45.5229807838538
1122,BF49563,0,-122.647447806373,45.4658396396564
1123,BF64244,0,-122.67194531782,45.5202827942001
1124,BF64247,0,-122.674599663415,45.5209933534234
1125,BF49747,18,-122.66256676432,45.5172882876939
1126,BF68822,4,-122.646757098937,45.4990356722844
1127,BF64248,0,-122.675475286356,45.5212280439831
1128,BF49749,6,-122.660354503931,45.5173205712454
1129,BF69,0,-122.644186082865,45.5229612925668
1130,BF64252,0,-122.679792848327,45.5223828673455
1131,BF49750,0,-122.659247415683,45.5173140967862
1132,BF70,0,-122.642361356588,45.5229512759723
1133,BF64253,0,-122.68074345634,45.5226370705787
1134,BF49751,4,-122.658013272417,45.5173162979514
1135,BF64265,0,-122.673448015135,45.5208089954061
1136,BF49753,8,-122.656113950937,45.5173016608626
1137,BF64266,0,-122.674719877763,45.5211490523301
1138,BF49754,0,-122.655442100936,45.5172988409534
1139,BF64267,0,-122.675496941145,45.5213567164989
1140,BF70216,2,-122.682793695686,45.53216332033
1141,BF49755,0,-122.65430810545,45.517294654521
1142,BF64268,6,-122.676492923961,45.5216446612316
1143,BF49819,6,-122.660380748212,45.5171275091755
1144,BF70219,0,-122.68083543035,45.5321799603185
1145,BF64269,0,-122.677648291266,45.5219325220402
1146,BF49822,4,-122.65691716787,45.5171266524995
1147,BF64270,0,-122.678698328408,45.5222133894935
1148,BF49823,4,-122.655915740364,45.5171248604669
1149,BF70223,0,-122.682527643445,45.5318835295397
1150,BF64271,0,-122.679785851349,45.522504106692
1151,BF49825,0,-122.654153706612,45.5171189285677
1152,BF64272,18,-122.68059632128,45.5227036392592
1153,BF49826,2,-122.653224806388,45.5171419467752
1154,BF6428,2,-122.680136801571,45.5627921133924
1155,BF49828,18,-122.65139664675,45.5171544727449
1156,BF64484,0,-122.679979499378,45.5205958237917
1157,BF49842,0,-122.630460936539,45.5171078515752
1158,BF70283,6,-122.687752450852,45.5381093061277
1159,BF50001,0,-122.647504216979,45.4657946064818
1160,BF64485,2,-122.680343973737,45.5199227493868
1161,BF70284,4,-122.686750510408,45.5372256670663
1162,BF50073,4,-122.658517386293,45.5201270079255
1163,BF64486,0,-122.680723034939,45.5192335392426
1164,BF50074,2,-122.657334473947,45.5201344217735
1165,BF64487,4,-122.681071909154,45.5185802611031
1166,BF5010,6,-122.671953643406,45.5403084959461
1167,BF64488,4,-122.681408109039,45.5179538523325
1168,BF70289,6,-122.68658467422,45.5369127092449
1169,BF50114,12,-122.66358838236,45.5200321075628
1170,BF64489,0,-122.681667417627,45.5174786696776
1171,BF50117,0,-122.660513416803,45.5200223900476
1172,BF64490,0,-122.682283610708,45.5163526401468
1173,BF70298,0,-122.670668332999,45.4989432423584
1174,BF50125,0,-122.653454753541,45.5199995593249
1175,BF64491,0,-122.682658947495,45.5168029589867
1176,BF5014,4,-122.672187307788,45.5438906405766
1177,BF64492,0,-122.682459077734,45.5160338790223
1178,BF70301,0,-122.670798273407,45.4959402406242
1179,BF50539,6,-122.659933119502,45.5208511283745
1180,BF64494,2,-122.682808421768,45.5153875067386
1181,BF70304,4,-122.67028262606,45.4977797422822
1182,BF50541,2,-122.658223619229,45.5208532488375
1183,BF64495,2,-122.683419554639,45.5153943414736
1184,BF50545,2,-122.654209607874,45.5208296625371
1185,BF64496,0,-122.683243105755,45.5145901956558
1186,BF50546,2,-122.653453065607,45.520827170095
1187,BF64498,0,-122.683602872043,45.5139144553161
1188,BF70308,8,-122.669780134542,45.4974358637422
1189,BF50608,4,-122.656394908923,45.5207154317928
1190,BF64499,2,-122.68426961063,45.5138225867664
1191,BF54676,0,-122.684207831691,45.5180593219061
1192,BF70318,0,-122.669809470824,45.4962762547902
1193,BF50615,0,-122.648772268055,45.520662696373
1194,BF64511,0,-122.679457899795,45.5218904119104
1195,BF50642,2,-122.581326181601,45.5202192564181
1196,BF64513,0,-122.680153317097,45.5205328912241
1197,BF54677,4,-122.68465745466,45.5172300603036
1198,BF50643,4,-122.57976253539,45.5204079259331
1199,BF64514,0,-122.680472373533,45.5199431210185
1200,BF70329,6,-122.580454961303,45.5413120899345
1201,BF50704,2,-122.652788026632,45.5009388950003
1202,BF54678,0,-122.685481217861,45.5157064723229
1203,BF70385,6,-122.671046592006,45.4934242870146
1204,BF64515,0,-122.68088905618,45.5191737100953
1205,BF54679,0,-122.685772969106,45.5151706397512
1206,BF50795,6,-122.659536245607,45.5014472900674
1207,BF64516,14,-122.681224673956,45.518543187682
1208,BF70514,12,-122.674723950724,45.5292665997891
1209,BF5469,0,-122.701943490433,45.5770604882854
1210,BF50810,0,-122.645202817663,45.4993938749082
1211,BF64517,0,-122.68148893316,45.5180670538915
1212,BF70573,2,-122.671808566386,45.4961647026114
1213,BF54703,0,-122.682184204935,45.5225204379923
1214,BF50820,6,-122.630253689814,45.4966739045819
1215,BF64520,0,-122.683186767013,45.5160811003255
1216,BF70924,2,-122.66424233253,45.5086211116595
1217,BF54704,0,-122.682345788499,45.5219325604331
1218,BF50961,4,-122.649758604762,45.480912365336
1219,BF64523,0,-122.683599803398,45.5153401211922
1220,BF71,0,-122.640071512301,45.5229454063666
1221,BF54705,4,-122.682680110007,45.5213162637753
1222,BF5116,0,-122.674285558492,45.5619365125913
1223,BF64525,0,-122.683911864653,45.5147594786728
1224,BF71064,0,-122.672298189538,45.4900332760162
1225,BF54706,6,-122.683120237783,45.5204692744191
1226,BF71157,2,-122.681374869577,45.5281442913593
1227,BF54708,0,-122.683822506537,45.5191783439077
1228,BF5121,10,-122.668330005738,45.5626495424659
1229,BF64527,0,-122.684254013182,45.5141389853911
1230,BF71158,2,-122.681348320767,45.5274533965193
1231,BF54709,0,-122.684102876127,45.5186837776447
1232,BF64531,0,-122.686324018159,45.5102892701019
1233,BF51225,4,-122.629161130917,45.4684802612773
1234,BF71163,0,-122.67927082923,45.5117018692375
1235,BF54710,0,-122.684532695736,45.5178841465808
1236,BF64998,4,-122.676388087873,45.4971726588865
1237,BF5125,4,-122.671433946454,45.5626412675473
1238,BF71177,6,-122.678578943205,45.5121113718845
1239,BF54711,10,-122.684995738637,45.5170367354437
1240,BF71181,2,-122.678071040235,45.5099697550844
1241,BF54713,0,-122.686164125225,45.517034820666
1242,BF650,2,-122.674893097204,45.5605975913728
1243,BF5127,6,-122.674517390311,45.5626203252115
1244,BF71185,0,-122.677186661414,45.5110470494812
1245,BF6501,4,-122.668064640708,45.5625349249548
1246,BF5129,2,-122.676384621274,45.5626161704545
1247,BF54714,0,-122.686226985735,45.5147695105741
1248,BF71193,0,-122.682288873039,45.5297769365335
1249,BF54728,4,-122.689345560906,45.5109739974866
1250,BF71194,0,-122.682260774635,45.5290637979371
1251,BF65034,0,-122.671436455449,45.5209096056673
1252,BF5134,2,-122.679200581873,45.5626124163299
1253,BF54740,0,-122.683090240341,45.5222850793783
1254,BF65038,0,-122.67559165861,45.5220311703685
1255,BF7120,14,-122.673393542195,45.5698185998643
1256,BF65039,20,-122.677092529651,45.5224443911651
1257,BF54742,0,-122.683905513564,45.5207886373054
1258,BF7132,4,-122.687148714709,45.5698255537566
1259,BF65047,0,-122.67331100319,45.5215354427689
1260,BF7164,4,-122.682459595164,45.5699965382385
1261,BF54743,0,-122.684116954524,45.5203936742177
1262,BF65048,0,-122.673922016585,45.5216984040215
1263,BF72,4,-122.637763575046,45.5229567018639
1264,BF652,18,-122.674903081978,45.56249168735
1265,BF54745,0,-122.68491987142,45.5189036561149
1266,BF65489,2,-122.679271007097,45.5168960003692
1267,BF74,0,-122.635813836519,45.5229406375477
1268,BF54747,0,-122.685752645621,45.5173589465316
1269,BF65491,0,-122.681455251727,45.5174867214993
1270,BF7508,4,-122.667500009128,45.5409292266166
1271,BF54748,0,-122.686340857079,45.5162849416331
1272,BF65493,10,-122.682757526818,45.5178305367356
1273,BF7509,2,-122.668474131442,45.5409274051415
1274,BF54750,0,-122.68699529234,45.5150823889212
1275,BF7514,4,-122.672986173282,45.5409383604168
1276,BF54772,2,-122.683328810423,45.5222580880568
1277,BF7531,2,-122.674812941429,45.541066657529
1278,BF54773,0,-122.68373366046,45.5215236440983
1279,BF7569,4,-122.696858936991,45.5778287658265
1280,BF54775,0,-122.684401251548,45.5202900714455
1281,BF7588,4,-122.681812341934,45.5726226295522
1282,BF54777,0,-122.685060536813,45.5190676465457
1283,BF76,2,-122.632493723416,45.522952805997
1284,BF54778,0,-122.685518974052,45.5182184996298
1285,BF7606,6,-122.691653660756,45.5729743641624
1286,BF54779,2,-122.686117378694,45.5171180013937
1287,BF7638,0,-122.686589071473,45.5817403977649
1288,BF54780,0,-122.686577084354,45.5162816665767
1289,BF7640,0,-122.689274487099,45.5817517436951
1290,BF54781,0,-122.687042232008,45.5154280933946
1291,BF7728,0,-122.675272711768,45.5520417825249
1292,BF54782,0,-122.687320139316,45.5149109654162
1293,BF7729,0,-122.6756523434,45.5520439823311
1294,BF54783,0,-122.687604710327,45.5143780655555
1295,BF7743,2,-122.667045731089,45.5521128116274
1296,BF54823,4,-122.684092117004,45.5226626997314
1297,BF7757,0,-122.675311934908,45.5521552281259
1298,BF54824,0,-122.684572552188,45.521705180715
1299,BF7758,0,-122.675732800111,45.5521394678047
1300,BF54827,0,-122.685576475214,45.5198527093368
1301,BF7822,0,-122.675382145434,45.5545639790411
1302,BF54828,0,-122.685854326826,45.5193254656775
1303,BF7841,2,-122.667594526269,45.5546356195146
1304,BF54829,0,-122.68635275796,45.518414414317
1305,BF7855,0,-122.675805030049,45.5546826933028
1306,BF54830,0,-122.686946142815,45.5173147293773
1307,BF7865,4,-122.68175352474,45.554719513311
1308,BF54831,0,-122.68728592608,45.5166889151972
1309,BF54832,2,-122.687847427032,45.5156703940765
1310,BF8054,2,-122.667961733302,45.5436742326375
1311,BF54833,0,-122.68813309219,45.5151411636532
1312,BF828,0,-122.686621200618,45.5844746019274
1313,BF54854,2,-122.68434469272,45.5225585730833
1314,BF8305,4,-122.670529932258,45.5377230767201
1315,BF8310,10,-122.673597086065,45.5378555018919
1316,BF54855,4,-122.684707865419,45.5219071751521
1317,BF8574,4,-122.668042569102,45.5480444621233
1318,BF54911,0,-122.685176792286,45.5227490486358
1319,BF8576,6,-122.668061247771,45.5488816810611
1320,BF54952,0,-122.686388202786,45.5209253218739
1321,BF8588,2,-122.66874837542,45.5621195527581
1322,BF54954,0,-122.687175749507,45.5194783116346
1323,BF8615,4,-122.667669205015,45.5408588465376
1324,BF55024,6,-122.68737377862,45.5211354516032
1325,BF8625,2,-122.667860515628,45.5489132286899
1326,BF55043,6,-122.688345782707,45.521063773471
1327,BF8629,4,-122.667905478104,45.5535678442427
1328,BF55045,0,-122.688993526417,45.5198541116745
1329,BF8630,4,-122.667914489105,45.5547473319482
1330,BF55068,4,-122.688192733139,45.5217517376538
1331,BF8638,14,-122.668610094155,45.5625039290038
1332,BF55069,0,-122.688359470337,45.5214537885666
1333,BF8930,12,-122.666972074625,45.5342319302564
1334,BF55094,0,-122.688846390458,45.5221763965104
1335,BF9004,18,-122.668530999291,45.5347072766004
1336,BF55127,0,-122.689101087994,45.5221093243234
1337,BF9178,4,-122.666806276167,45.5377988990269
1338,BF55128,2,-122.689356518556,45.5215898207237
1339,BF9185,2,-122.666743976205,45.545254439378
1340,BF55129,2,-122.689848185375,45.5207580381441
1341,BF9189,8,-122.666759635637,45.5479808600758
1342,BF55134,0,-122.691798174532,45.5171241844419
1343,BF9192,2,-122.666822985729,45.5513092334466
1344,BF55173,16,-122.690466356546,45.5213192099923
1345,BF9193,6,-122.666825199178,45.5523354864075
1346,BF55195,0,-122.690626434533,45.5215040346092
1347,BF9194,10,-122.666844168902,45.5541841932441
1348,BF55245,6,-122.690177836542,45.5223642418884
1349,BF55326,0,-122.671771103943,45.5209399699787
1350,BF9196,0,-122.666812293082,45.5565657439585
1351,BF55330,0,-122.673833943958,45.5171648441198
1352,BF9203,16,-122.666981009269,45.5625874997292
1353,BF55331,0,-122.673976194878,45.5168618817305
1354,BF9229,10,-122.666605717398,45.5387155566589
1355,BF9238,8,-122.66658754987,45.5466514809158
1356,BF55336,0,-122.675552975357,45.5139762036782
1357,BF9241,6,-122.666617331716,45.54917203584
1358,BF55337,0,-122.675806101739,45.5134508324446
1359,BF9243,4,-122.666641051731,45.5517398672635
1360,BF55338,0,-122.676238987298,45.512700551876
1361,BF9246,4,-122.666669080965,45.5546980685762
1362,BF55347,2,-122.678620536999,45.5016416204636
1363,BF9252,2,-122.666833838276,45.5624484666932
1364,BF55348,0,-122.67861998723,45.5011193218851
1365,BF9276,10,-122.687991745874,45.5837477875879
1366,BF55365,0,-122.671396532521,45.5220053886154
1367,BF55367,0,-122.672035208637,45.5208177088849
1368,BF9307,4,-122.687890676421,45.583880616716
1369,BF55373,0,-122.673608706672,45.5178917741036
1370,BF9476,0,-122.682052257692,45.5576188205751
1371,BF55374,0,-122.673976979107,45.5171962276356
1372,BF9562,6,-122.558646519827,45.5271956435826
1373,BF55375,0,-122.674075413801,45.5170034779743
1374,BF9817,8,-122.655646306864,45.5338228635768
1375,BF55376,0,-122.674508914706,45.5162267792975
1376,BF9818,0,-122.655645369023,45.5347662743514
1377,BF9819,0,-122.655657502568,45.5351985734045
1378,BF55378,2,-122.675329836535,45.514754606556
1379,BF9857,0,-122.655503219613,45.5342450256721
1380,BF55380,0,-122.675960375711,45.5135527758949
1381,BF55382,0,-122.676731254193,45.5121253197597
1382,BF55391,2,-122.678798762752,45.5013040365536
1383,BF55407,0,-122.692627939377,45.5222265550521
1384,BF5545,10,-122.675567653829,45.5772990890992
1385,BF5554,0,-122.687755549141,45.577200714409
1386,BF5562,8,-122.69745989734,45.5772038865718
1387,BF5563,6,-122.698110000026,45.5772121134447
1388,BF5566,0,-122.702443022003,45.5772120115834
1389,BF55702,0,-122.672183365082,45.5226452412453
1390,BF55703,0,-122.672160413126,45.5222110645303
1391,BF55704,0,-122.672394940789,45.5217734970664
1392,BF55706,0,-122.673164135828,45.5203525347449
1393,BF55707,0,-122.673484493923,45.5197375268193
1394,BF55710,0,-122.674154119695,45.5185250430973
1395,BF55711,0,-122.674701217957,45.5175302354322
1396,BF55712,0,-122.674982259487,45.5169992524942
1397,BF55714,0,-122.675634413027,45.5157868337702
1398,BF55717,0,-122.67682577313,45.5136338020065
1399,BF55719,0,-122.677434980013,45.512478985404
1400,BF55739,10,-122.672421994452,45.5226725401498
1401,BF55740,2,-122.67253551725,45.5225151706638
1402,BF58284,0,-122.678722152628,45.5199252607513
1403,BF55741,0,-122.672722488101,45.5215699532052
1404,BF55744,0,-122.673748403682,45.5196906069282
1405,BF42459,4,-122.607205670264,45.5166151403619
1406,BF55746,0,-122.674468873201,45.5183488759777
1407,BF58285,0,-122.680006371581,45.5202740271385
1408,BF42461,0,-122.602150902263,45.5168215258578
1409,BF55747,0,-122.674796628024,45.5176953502684
1410,BF58286,0,-122.680434320898,45.5203889014059
1411,BF42462,2,-122.60136724345,45.5168224473716
1412,BF55748,0,-122.67519431759,45.5169935238933
1413,BF58289,0,-122.683183034513,45.5211237346709
1414,BF42467,4,-122.59251130463,45.5169906662018
1415,BF55749,0,-122.675455386876,45.5165230955681
1416,BF58391,12,-122.672443042878,45.52246773951
1417,BF42475,2,-122.660094168568,45.5164452347324
1418,BF55751,0,-122.676317474901,45.5148706654261
1419,BF58393,6,-122.67526680265,45.5223844068265
1420,BF42483,0,-122.651893129438,45.5164329213602
1421,BF58513,4,-122.671753455641,45.5218806619877
1422,BF42488,0,-122.645847025604,45.5164272034024
1423,BF42489,4,-122.643420985941,45.5163982629986
1424,BF58514,0,-122.672862106958,45.5221776766886
1425,BF42492,0,-122.638820466334,45.5163739024901
1426,BF58600,8,-122.671484646471,45.4931054722311
1427,BF42493,2,-122.6373052483,45.516369217461
1428,BF58632,0,-122.678696111366,45.4970769018734
1429,BF42494,2,-122.636381914935,45.5163638721338
1430,BF58993,6,-122.670740539582,45.4970750934606
1431,BF42495,12,-122.635915119771,45.5163795386243
1432,BF58995,10,-122.670931773838,45.4965853470627
1433,BF42496,0,-122.634256576431,45.5163940104065
1434,BF59,6,-122.654239883794,45.5229949776403
1435,BF42498,0,-122.631794471206,45.5163890421247
1436,BF5913,2,-122.680647223417,45.5534368871445
1437,BF59147,18,-122.67787544915,45.5223946501013
1438,BF42499,50,-122.630143842024,45.5164013542476
1439,BF59148,0,-122.678335824055,45.5215056874057
1440,BF42500,0,-122.628743106188,45.5163829074637
1441,BF59149,0,-122.678728607921,45.5207801932074
1442,BF42507,0,-122.616297742037,45.5165055231342
1443,BF59150,0,-122.678970767671,45.5203313853105
1444,BF42508,0,-122.614788548105,45.5165039255827
1445,BF59151,0,-122.679317714101,45.5196884348092
1446,BF42509,2,-122.614244528369,45.5164954531458
1447,BF59152,0,-122.679740887974,45.5189540951509
1448,BF42544,0,-122.652699644984,45.4679518604531
1449,BF59153,4,-122.68009487001,45.5182535767024
1450,BF42551,2,-122.653133920237,45.4678231446058
1451,BF59154,0,-122.680463179276,45.5175826364077
1452,BF42844,2,-122.653111849529,45.4954288728172
1453,BF59155,0,-122.680807512508,45.5169457777667
1454,BF42867,0,-122.555801618205,45.4949756116786
1455,BF59156,0,-122.681208939964,45.5162002861168
1456,BF42895,22,-122.650611096085,45.4950038698055
1457,BF59157,2,-122.681517891252,45.5156394704764
1458,BF42948,0,-122.649284724585,45.4737708179737
1459,BF59158,0,-122.68193373577,45.5148736082038
1460,BF42949,0,-122.648472192122,45.4737966230811
1461,BF59159,0,-122.682192049923,45.5143955624871
1462,BF42993,0,-122.649497752868,45.4736520425153
1463,BF59162,0,-122.683321333745,45.5123032255275
1464,BF43178,4,-122.664346167896,45.5059413054939
1465,BF59163,6,-122.683613862032,45.5117678244972
1466,BF43217,4,-122.664350666659,45.5058287645176
1467,BF59165,0,-122.68446337544,45.5101963254446
1468,BF43378,8,-122.55369688346,45.5150676316522
1469,BF59166,0,-122.684734484298,45.5096957859587
1470,BF43488,2,-122.658504536791,45.5115709329645
1471,BF43492,0,-122.654566615436,45.5115821545748
1472,BF59173,0,-122.677670599129,45.522837631714
1473,BF43531,2,-122.658437157755,45.511456311384
1474,BF59174,0,-122.67808912422,45.5223955973287
1475,BF43536,0,-122.653517003197,45.511443721195
1476,BF59175,0,-122.678512890981,45.5216096234074
1477,BF43653,4,-122.646562300166,45.5035207138923
1478,BF59176,0,-122.678888969776,45.5209155535313
1479,BF43658,0,-122.640004577931,45.5034368230266
1480,BF59177,0,-122.679199200264,45.5203400755752
1481,BF43659,0,-122.639446327084,45.5036028159472
1482,BF59178,12,-122.67957112525,45.5196251374231
1483,BF43739,4,-122.655036613993,45.5031247569751
1484,BF59179,0,-122.679858652616,45.5190930217783
1485,BF43749,0,-122.644369523337,45.5033377284528
1486,BF43752,18,-122.640096548348,45.5033234988574
1487,BF59180,0,-122.680200572075,45.5184745124092
1488,BF43753,0,-122.6394923882,45.5034195424182
1489,BF59181,0,-122.680586330217,45.5177879143198
1490,BF43763,2,-122.629447697086,45.503467743258
1491,BF59182,0,-122.681050008227,45.5169242197988
1492,BF43896,24,-122.570391311244,45.4731449486885
1493,BF59183,0,-122.681358136658,45.5163549093306
1494,BF44160,2,-122.655495428524,45.5049225980447
1495,BF59184,0,-122.68175073098,45.5156399652339
1496,BF44161,0,-122.654579470328,45.5049086162758
1497,BF59185,0,-122.682049891529,45.5150830523813
1498,BF44168,4,-122.644332458849,45.5048757426102
1499,BF59186,0,-122.682540001568,45.5141779488919
1500,BF44173,28,-122.633352291842,45.5048460055095
1501,BF59187,0,-122.68277575094,45.5137470374356
1502,BF44174,10,-122.631432332467,45.5048553057134
1503,BF59190,0,-122.683879136332,45.5116990559722
1504,BF44229,4,-122.547660996167,45.5044725171925
1505,BF59192,2,-122.685013250395,45.5096068863113
1506,BF44274,12,-122.655261234136,45.5048040248787
1507,BF5924,0,-122.682108808435,45.554224479539
1508,BF5928,6,-122.681991032115,45.5541331926216
1509,BF44284,0,-122.645475857,45.5047729202834
1510,BF5936,4,-122.687383899938,45.5830466107362
1511,BF44285,0,-122.64375445854,45.5047605961727
1512,BF595,0,-122.675029828875,45.5567378104298
1513,BF44287,0,-122.642040410096,45.5047518059165
1514,BF596,2,-122.675026597635,45.5580455673309
1515,BF44292,0,-122.636381222334,45.5047445379942
1516,BF59945,0,-122.678388378194,45.5128457800688
1517,BF44293,2,-122.634974759738,45.5047487115093
1518,BF59948,0,-122.68130055375,45.5136287579428
1519,BF44294,16,-122.634147714992,45.5047456479515
1520,BF59956,0,-122.691352025348,45.5163211359347
1521,BF44296,0,-122.632326497534,45.5047396555666
1522,BF59961,0,-122.677988649452,45.5128788108597
1523,BF44297,4,-122.631359458436,45.5047373065867
1524,BF59963,6,-122.6798660197,45.5135528451383
1525,BF44298,6,-122.630224707468,45.504736821177
1526,BF59968,2,-122.684243066312,45.5145417752109
1527,BF44560,10,-122.64551815687,45.511943956194
1528,BF59971,0,-122.687559728985,45.5154300145216
1529,BF44817,2,-122.570715286855,45.4685436042048
1530,BF59972,4,-122.690338605333,45.5161812979344
1531,BF44849,30,-122.587325384393,45.4685468782585
1532,BF60022,0,-122.681854373208,45.5092000529252
1533,BF44901,2,-122.587898279576,45.4861612253407
1534,BF60024,0,-122.684137460367,45.5098114762857
1535,BF44914,2,-122.571079029985,45.480673723764
1536,BF60033,4,-122.683934849846,45.5098796289215
1537,BF44915,0,-122.569395848552,45.480135062211
1538,BF44966,2,-122.586803039208,45.4855932789829
1539,BF60083,0,-122.677518518843,45.5133823586879
1540,BF60085,0,-122.679504322034,45.5139123471812
1541,BF44969,4,-122.580300411548,45.4832371122424
1542,BF60108,12,-122.679867528869,45.5141573063853
1543,BF44979,2,-122.573472341328,45.4811962340224
1544,BF55754,0,-122.677333764135,45.5129989438946
1545,BF60110,0,-122.681486424165,45.5145667710229
1546,BF45068,4,-122.631554005679,45.4947186941784
1547,BF60125,0,-122.692079375962,45.5174016618003
1548,BF45303,0,-122.635811397593,45.4934376740399
1549,BF602,6,-122.67505554854,45.5623055609273
1550,BF56,0,-122.657285191472,45.5230083840686
1551,BF5138,16,-122.686817764578,45.5626500638542
1552,BF45310,0,-122.629435946224,45.4934241654804
1553,BF60205,2,-122.675777045732,45.4988158975279
1554,BF45345,18,-122.635835061014,45.4932967634588
1555,BF56167,4,-122.673191386222,45.5227987629522
1556,BF60251,0,-122.676336765324,45.4904932818157
1557,BF5139,4,-122.689702669079,45.5626558362334
1558,BF45494,4,-122.660586491158,45.5211130757599
1559,BF60257,12,-122.676839576643,45.4852312261328
1560,BF45496,4,-122.660606851474,45.5196575744707
1561,BF6036,12,-122.677058054107,45.5625370293807
1562,BF51452,28,-122.62797188994,45.4689368823975
1563,BF56168,6,-122.673182982482,45.5223843419996
1564,BF60407,4,-122.671573074831,45.4978029667429
1565,BF45498,4,-122.660618580777,45.5181747652977
1566,BF5150,20,-122.670987356197,45.5627439394711
1567,BF56169,0,-122.673585128591,45.5217025498449
1568,BF607,2,-122.674980605689,45.5695336794563
1569,BF45503,4,-122.660640834741,45.5147933128059
1570,BF5154,16,-122.675460827972,45.5627338859366
1571,BF56171,0,-122.674195340688,45.5205098366393
1572,BF61400,4,-122.685615493538,45.5073057790942
1573,BF45547,0,-122.660853605208,45.5213588149139
1574,BF5155,0,-122.676232826652,45.562730844404
1575,BF61403,0,-122.682977128074,45.507726204961
1576,BF56173,0,-122.674903842851,45.5192001521517
1577,BF45550,0,-122.660857652118,45.5188394565068
1578,BF5160,4,-122.679673695787,45.5627229267329
1579,BF61404,4,-122.682957707396,45.5085698625846
1580,BF45626,0,-122.655597895755,45.5072839674997
1581,BF56174,0,-122.67531840727,45.5184259983741
1582,BF6147,2,-122.679101454578,45.5625606258639
1583,BF45757,8,-122.653801831126,45.4981552099388
1584,BF5162,4,-122.681525052621,45.5627311840292
1585,BF61549,4,-122.682698920729,45.510190457656
1586,BF45808,4,-122.647195734612,45.4622426332688
1587,BF61550,6,-122.683569547241,45.5104255747635
1588,BF56175,0,-122.6756247229,45.5178731106523
1589,BF5163,4,-122.682562915795,45.5627106970766
1590,BF4586,8,-122.681146820564,45.55294476336
1591,BF61558,6,-122.682927401831,45.5103745659202
1592,BF4589,0,-122.682490259156,45.5548061948181
1593,BF56176,0,-122.675905724904,45.5173665369884
1594,BF61687,8,-122.675275315086,45.5091453450815
1595,BF5167,22,-122.689147812067,45.5627592370667
1596,BF4591,2,-122.682464045418,45.555531628174
1597,BF61697,4,-122.682738423245,45.5109638503371
1598,BF56177,0,-122.676337757064,45.5165595414974
1599,BF4605,0,-122.682354384478,45.5661665366761
1600,BF61709,26,-122.686004105628,45.5120130265813
1601,BF5168,0,-122.689475312667,45.5627750095041
1602,BF46061,0,-122.654847599474,45.5087077068584
1603,BF6176,0,-122.675641869044,45.5486268729797
1604,BF56178,9,-122.676833683695,45.5156753838235
1605,BF4610,2,-122.682315112829,45.5701287031298
1606,BF51773,0,-122.661129703309,45.5144358124593
1607,BF6177,0,-122.675634277382,45.5504006697265
1608,BF46157,6,-122.658497378116,45.5086053082872
1609,BF56181,0,-122.677777104288,45.5139550776559
1610,BF6178,0,-122.675626236562,45.5514243645259
1611,BF51778,10,-122.655932038498,45.5144149906466
1612,BF46160,2,-122.655234891939,45.5085963933527
1613,BF6179,0,-122.675619693233,45.5523154611629
1614,BF56182,0,-122.678292907042,45.5130766672336
1615,BF51787,0,-122.645798551613,45.5143823818771
1616,BF46169,2,-122.64861221522,45.5084751095596
1617,BF6180,22,-122.675584824227,45.5543214533665
1618,BF56183,0,-122.678685384583,45.5124308917407
1619,BF46179,4,-122.637449374004,45.5084042280407
1620,BF61852,0,-122.674727200829,45.4817132900427
1621,BF56200,0,-122.673713823933,45.5218577476804
1622,BF5183,0,-122.68636195581,45.5823298046757
1623,BF4623,2,-122.685553098355,45.5835050119262
1624,BF56202,0,-122.674279037622,45.5208032923693
1625,BF5184,0,-122.688670857855,45.5823371832884
1626,BF6219,22,-122.675483398143,45.5484375142601
1627,BF46276,2,-122.657083516097,45.512305929859
1628,BF6220,2,-122.675438624313,45.5504968015332
1629,BF56203,0,-122.674684802144,45.5200545090125
1630,BF46277,2,-122.65616785704,45.5123038644699
1631,BF6221,12,-122.675440937475,45.5515341703685
1632,BF51855,2,-122.660307104325,45.5143104194309
1633,BF46279,0,-122.654199438047,45.5122934720551
1634,BF6222,0,-122.675429578278,45.5521943798046
1635,BF56204,2,-122.675096847687,45.5192918747085
1636,BF51859,4,-122.656420268364,45.5142898984621
1637,BF46282,0,-122.651496484612,45.512281473154
1638,BF6229,2,-122.67589699328,45.5627889825542
1639,BF56205,2,-122.675430782021,45.5188024600465
1640,BF51869,0,-122.646064527498,45.5142674538013
1641,BF46285,12,-122.64792200635,45.512273323015
1642,BF56206,0,-122.675824781307,45.5179361217273
1643,BF62469,0,-122.684448611628,45.5092535324949
1644,BF52100,4,-122.655350143993,45.5065786135239
1645,BF46288,0,-122.644997558909,45.5122245908622
1646,BF62517,2,-122.682424020082,45.5154569039981
1647,BF46289,0,-122.642726173204,45.5121547678507
1648,BF56207,0,-122.676058922695,45.5174812648669
1649,BF5212,4,-122.687604461493,45.5824475065089
1650,BF62531,0,-122.691846535335,45.5177403067144
1651,BF46292,2,-122.640122231182,45.5121477300227
1652,BF62548,0,-122.682105232242,45.5155054363297
1653,BF56208,0,-122.676552769726,45.5166107612664
